date,ticker,open,high,low,close,volume
2023-06-27,0941.HK,315.74,325.92,309.15,316.95,66609519
2023-06-28,0941.HK,315.87,317.17,308.41,314.78,83645050
2023-06-29,0941.HK,310.66,312.1,304.72,309.04,7106349
2023-06-30,0941.HK,306.34,312.63,299.69,308.14,84489903
2023-07-03,0941.HK,317.76,325.33,313.47,316.38,94099735
2023-07-04,0941.HK,322.72,328.17,322.14,322.37,64570785
2023-07-05,0941.HK,329.18,339.52,331.36,332.3,79762444
2023-07-06,0941.HK,335.32,341.5,334.66,334.76,9975546
2023-07-07,0941.HK,336.66,338.39,331.92,335.54,61154734
2023-07-10,0941.HK,328.29,332.63,326.83,330.58,13694764
2023-07-11,0941.HK,330.43,340.31,325.29,331.99,49317955
2023-07-12,0941.HK,334.33,333.66,325.34,331.4,61039319
2023-07-13,0941.HK,337.05,344.41,334.49,335.34,77887367
2023-07-14,0941.HK,327.97,330.01,323.67,329.76,15013336
2023-07-17,0941.HK,331.48,336.64,320.62,330.09,83822784
2023-07-18,0941.HK,320.75,326.55,319.15,322.36,43512459
2023-07-19,0941.HK,323.68,324.7,318.24,324.06,76719941
2023-07-20,0941.HK,330.13,331.47,321.75,327.41,70560083
2023-07-21,0941.HK,322.34,322.07,314.15,319.51,79801351
2023-07-24,0941.HK,313.84,314.2,309.66,313.16,19487882
2023-07-25,0941.HK,307.19,312.01,305.99,307.13,46786933
2023-07-26,0941.HK,305.02,308.5,305.22,306.37,17930074
2023-07-27,0941.HK,299.57,301.7,297.97,300.01,47962891
2023-07-28,0941.HK,305.37,309.59,304.92,306.28,55823621
2023-07-31,0941.HK,309.69,316.64,307.43,308.34,33522396
2023-08-01,0941.HK,313.99,311.41,305.36,311.17,89684086
2023-08-02,0941.HK,302.45,306.31,297.46,303.82,61619025
2023-08-03,0941.HK,309.39,316.53,308.8,309.77,67745738
2023-08-04,0941.HK,311.0,321.61,305.95,312.85,15839535
2023-08-07,0941.HK,307.17,314.95,301.48,309.71,14738812
2023-08-08,0941.HK,301.4,305.17,299.02,302.61,81857782
2023-08-09,0941.HK,303.91,304.71,295.48,302.33,96613361
2023-08-10,0941.HK,297.32,308.2,293.06,300.27,94781147
2023-08-11,0941.HK,297.48,302.36,295.8,298.42,59179236
2023-08-14,0941.HK,294.25,300.23,292.94,295.32,5191159
2023-08-15,0941.HK,295.66,302.68,290.8,298.58,66770084
2023-08-16,0941.HK,285.35,290.72,280.08,286.99,55299874
2023-08-17,0941.HK,290.95,293.41,284.86,293.2,95471585
2023-08-18,0941.HK,295.52,303.98,289.33,297.65,11707874
2023-08-21,0941.HK,298.7,302.82,298.22,298.65,94538709
2023-08-22,0941.HK,299.73,303.45,293.19,298.07,36261674
2023-08-23,0941.HK,305.68,308.45,299.14,302.97,23958211
2023-08-24,0941.HK,300.09,311.42,296.6,302.84,44816313
2023-08-25,0941.HK,299.31,309.21,292.83,301.63,83565085
2023-08-28,0941.HK,304.64,315.01,304.36,306.84,17302355
2023-08-29,0941.HK,316.96,319.51,308.74,316.54,86059037
2023-08-30,0941.HK,311.39,315.72,304.22,311.99,38923501
2023-08-31,0941.HK,316.38,317.47,313.59,314.04,94684581
2023-09-01,0941.HK,306.79,310.63,307.72,308.99,39883330
2023-09-04,0941.HK,308.29,313.93,307.62,311.38,80127330
2023-09-05,0941.HK,305.55,308.82,307.08,307.8,75363688
2023-09-06,0941.HK,314.02,320.69,308.09,313.46,76087118
2023-09-07,0941.HK,312.25,315.34,310.51,313.05,42547556
2023-09-08,0941.HK,316.35,316.62,312.6,313.33,93363292
2023-09-11,0941.HK,319.4,328.75,315.6,321.06,91834947
2023-09-12,0941.HK,317.28,324.69,312.52,317.59,23552274
2023-09-13,0941.HK,318.99,325.02,318.57,320.92,60902077
2023-09-14,0941.HK,319.14,320.63,312.99,317.94,5395131
2023-09-15,0941.HK,325.76,333.32,317.94,323.7,2085401
2023-09-18,0941.HK,330.25,338.95,328.58,332.44,78998607
2023-09-19,0941.HK,329.57,338.79,328.1,331.2,32958635
2023-09-20,0941.HK,320.66,321.78,315.11,320.37,88238536
2023-09-21,0941.HK,316.62,325.11,313.23,317.12,19995794
2023-09-22,0941.HK,329.29,333.75,322.83,328.76,12843413
2023-09-25,0941.HK,325.36,326.62,317.09,325.9,42175736
2023-09-26,0941.HK,333.33,343.92,328.36,334.63,76027954
2023-09-27,0941.HK,331.85,338.66,324.29,331.65,94248592
2023-09-28,0941.HK,328.78,336.77,322.32,328.58,10920923
2023-09-29,0941.HK,333.64,332.56,327.25,332.48,20087388
2023-10-02,0941.HK,336.69,345.71,330.44,335.84,81932327
2023-10-03,0941.HK,340.25,345.26,339.49,340.2,89106621
2023-10-04,0941.HK,342.24,343.32,335.65,340.29,23165826
2023-10-05,0941.HK,345.25,350.66,343.89,345.64,89706808
2023-10-06,0941.HK,350.1,350.88,349.24,350.69,18253589
2023-10-09,0941.HK,357.68,357.08,350.38,356.81,98610069
2023-10-10,0941.HK,350.72,358.04,346.19,353.54,90603724
2023-10-11,0941.HK,361.75,361.66,349.2,359.1,63086701
2023-10-12,0941.HK,355.19,363.54,346.01,356.36,14206524
2023-10-13,0941.HK,356.92,357.86,354.07,355.59,6800497
2023-10-16,0941.HK,352.7,365.34,348.68,354.71,70593600
2023-10-17,0941.HK,347.26,355.87,346.6,349.47,32133186
2023-10-18,0941.HK,342.69,346.61,334.21,340.45,56206596
2023-10-19,0941.HK,347.3,348.49,340.55,346.76,34999628
2023-10-20,0941.HK,342.5,351.02,337.85,343.18,94091299
2023-10-23,0941.HK,340.45,346.12,339.68,341.86,55056434
2023-10-24,0941.HK,338.5,338.72,332.08,338.18,27802639
2023-10-25,0941.HK,340.31,340.06,335.78,336.95,67947139
2023-10-26,0941.HK,333.39,339.91,332.86,334.46,88453461
2023-10-27,0941.HK,338.63,344.42,334.14,340.94,5162434
2023-10-30,0941.HK,338.65,346.66,331.72,337.99,74263558
2023-10-31,0941.HK,347.64,350.66,337.82,346.75,71223061
2023-11-01,0941.HK,355.25,360.0,342.35,352.75,22407056
2023-11-02,0941.HK,347.29,356.3,347.75,350.31,11947339
2023-11-03,0941.HK,354.44,357.92,348.78,352.06,97168783
2023-11-06,0941.HK,351.91,364.46,345.57,354.87,39902921
2023-11-07,0941.HK,361.95,369.19,354.1,359.42,59816359
2023-11-08,0941.HK,366.08,373.67,354.95,364.56,81196861
2023-11-09,0941.HK,365.52,370.6,359.34,365.66,51411946
2023-11-10,0941.HK,363.7,366.42,359.99,360.49,18848722
2023-11-13,0941.HK,365.66,372.9,360.53,364.03,61085305
2023-11-14,0941.HK,363.28,372.18,360.87,362.81,13106583
2023-11-15,0941.HK,350.13,352.03,339.92,347.71,87107088
2023-11-16,0941.HK,349.34,358.29,342.08,349.81,1389002
2023-11-17,0941.HK,346.0,347.07,343.48,346.03,28331438
2023-11-20,0941.HK,343.33,344.62,336.36,343.72,78367534
2023-11-21,0941.HK,341.42,350.49,342.97,343.82,68303839
2023-11-22,0941.HK,337.96,336.97,328.33,335.87,89559346
2023-11-23,0941.HK,338.09,343.1,333.25,336.64,42005854
2023-11-24,0941.HK,332.06,343.0,331.88,335.11,47807641
2023-11-27,0941.HK,333.41,334.1,323.77,330.77,87406836
2023-11-28,0941.HK,333.03,336.18,322.43,331.06,22292075
2023-11-29,0941.HK,323.75,326.46,321.15,322.74,95045545
2023-11-30,0941.HK,325.14,326.83,321.12,323.17,35792725
2023-12-01,0941.HK,323.35,325.84,319.51,325.51,90452371
2023-12-04,0941.HK,325.36,329.1,326.77,327.07,3475407
2023-12-05,0941.HK,332.9,334.2,321.45,331.0,91862451
2023-12-06,0941.HK,334.43,342.43,329.52,336.86,7454087
2023-12-07,0941.HK,333.48,337.68,327.14,336.51,76295253
2023-12-08,0941.HK,342.01,345.63,336.14,342.11,92965726
2023-12-11,0941.HK,344.55,349.08,340.56,341.74,32645154
2023-12-12,0941.HK,337.42,344.45,334.41,338.22,48688283
2023-12-13,0941.HK,335.63,346.25,334.49,336.3,44063039
2023-12-14,0941.HK,339.25,340.44,328.6,337.71,35890671
2023-12-15,0941.HK,342.61,343.45,341.37,343.28,36560146
2023-12-18,0941.HK,343.91,344.12,334.86,343.35,89079678
2023-12-19,0941.HK,340.69,349.65,339.94,339.95,37814151
2023-12-20,0941.HK,345.99,356.33,347.37,347.39,63334482
2023-12-21,0941.HK,341.99,347.95,333.4,339.98,57852767
2023-12-22,0941.HK,338.89,343.59,326.76,336.64,34333861
2023-12-25,0941.HK,338.79,343.61,340.25,341.22,4652435
2023-12-26,0941.HK,348.37,353.58,346.3,350.33,53876067
2023-12-27,0941.HK,350.94,354.66,344.85,352.93,50750433
2023-12-28,0941.HK,352.7,364.39,348.62,354.32,6820805
2023-12-29,0941.HK,354.46,356.33,349.18,352.84,28679842
2024-01-01,0941.HK,356.32,364.06,355.05,355.82,26851587
2024-01-02,0941.HK,355.4,361.54,355.8,356.58,90237298
2024-01-03,0941.HK,349.72,354.01,347.28,352.61,11555308
2024-01-04,0941.HK,349.96,352.61,347.22,351.05,95000047
2024-01-05,0941.HK,349.99,350.45,342.38,346.55,85770497
2024-01-08,0941.HK,344.04,353.86,340.54,346.69,21408469
2024-01-09,0941.HK,346.93,348.39,344.43,347.6,26021524
2024-01-10,0941.HK,354.85,357.49,354.75,356.19,49850983
2024-01-11,0941.HK,353.58,359.1,346.83,353.07,20060461
2024-01-12,0941.HK,353.91,353.53,342.72,352.19,71304358
2024-01-15,0941.HK,356.82,362.21,353.26,358.91,45485780
2024-01-16,0941.HK,370.24,375.59,364.77,368.7,71691378
2024-01-17,0941.HK,369.86,374.99,365.14,371.4,31438755
2024-01-18,0941.HK,373.65,379.1,360.79,370.06,1553821
2024-01-19,0941.HK,364.15,370.2,357.74,367.51,53800473
2024-01-22,0941.HK,359.98,365.32,349.01,357.42,40530626
2024-01-23,0941.HK,352.57,361.09,350.82,352.52,91062112
2024-01-24,0941.HK,353.19,360.48,343.72,353.13,56963607
2024-01-25,0941.HK,350.47,356.8,348.37,352.24,26441607
2024-01-26,0941.HK,352.42,355.71,345.17,355.6,1826624
2024-01-29,0941.HK,351.87,357.18,346.35,354.63,98692862
2024-01-30,0941.HK,349.48,352.18,346.06,350.84,85937788
2024-01-31,0941.HK,353.96,355.84,348.07,352.71,71770741
2024-02-01,0941.HK,367.7,373.35,364.61,366.03,87140440
2024-02-02,0941.HK,364.94,369.06,360.45,364.36,82002988
2024-02-05,0941.HK,361.58,376.06,356.24,365.2,47554649
2024-02-06,0941.HK,372.66,372.4,364.1,369.91,14125635
2024-02-07,0941.HK,366.04,368.76,359.81,366.81,37972957
2024-02-08,0941.HK,377.57,385.04,363.96,373.89,72870909
2024-02-09,0941.HK,361.83,365.44,355.31,365.11,96583080
2024-02-12,0941.HK,366.15,365.06,353.82,362.95,24812973
2024-02-13,0941.HK,361.44,367.5,352.89,361.32,75905656
2024-02-14,0941.HK,360.84,372.24,358.48,362.21,44198768
2024-02-15,0941.HK,353.61,360.2,344.09,351.58,34631739
2024-02-16,0941.HK,361.91,360.55,348.47,358.78,45951476
2024-02-19,0941.HK,363.26,369.44,360.21,361.08,53786865
2024-02-20,0941.HK,364.3,373.72,364.79,367.23,10239483
2024-02-21,0941.HK,373.73,376.33,371.61,376.19,88786704
2024-02-22,0941.HK,373.36,383.05,361.63,372.09,90397107
2024-02-23,0941.HK,360.49,361.62,357.96,358.24,29505837
2024-02-26,0941.HK,367.31,374.1,361.82,364.47,56783576
2024-02-27,0941.HK,360.22,368.77,355.98,362.98,79429486
2024-02-28,0941.HK,358.73,366.63,346.34,356.88,81101218
2024-02-29,0941.HK,363.2,368.57,350.65,360.04,9046631
2024-03-01,0941.HK,369.84,380.46,369.27,373.42,98704457
2024-03-04,0941.HK,372.12,376.59,368.68,372.88,82735258
2024-03-05,0941.HK,381.58,387.39,371.77,378.28,63856509
2024-03-06,0941.HK,375.41,378.24,363.99,372.75,17802620
2024-03-07,0941.HK,359.76,371.22,353.7,363.39,25140070
2024-03-08,0941.HK,366.96,374.64,361.79,368.45,67792725
2024-03-11,0941.HK,368.24,372.92,365.96,371.54,34359513
2024-03-12,0941.HK,367.51,369.76,367.86,369.02,69490040
2024-03-13,0941.HK,375.67,379.27,378.25,378.54,68436082
2024-03-14,0941.HK,367.98,376.35,365.9,368.59,78216258
2024-03-15,0941.HK,361.71,366.53,351.13,361.87,92729154
2024-03-18,0941.HK,359.73,361.18,358.13,358.99,91578258
2024-03-19,0941.HK,360.64,366.51,357.12,357.14,25223932
2024-03-20,0941.HK,367.56,374.08,356.64,365.07,10745317
2024-03-21,0941.HK,368.91,368.65,363.99,365.41,1408588
2024-03-22,0941.HK,360.93,369.52,356.1,364.42,69294287
2024-03-25,0941.HK,358.02,358.39,348.57,357.55,39416877
2024-03-26,0941.HK,361.17,372.09,357.09,363.45,10249754
2024-03-27,0941.HK,357.22,358.3,347.99,357.33,24721373
2024-03-28,0941.HK,353.09,360.29,348.74,350.57,34073644
2024-03-29,0941.HK,346.95,354.28,345.63,348.53,99343906
2023-04-14,0762.HK,70.47,70.56,70.15,70.31,8689568
2023-04-17,0762.HK,71.05,71.94,69.02,70.44,39684284
2023-04-18,0762.HK,70.53,71.46,69.5,70.19,39527297
2023-04-19,0762.HK,70.5,72.61,68.85,70.51,42367762
2023-04-20,0762.HK,70.53,72.45,70.32,70.82,29952100
2023-04-21,0762.HK,70.55,71.17,69.93,71.15,41623421
2023-04-24,0762.HK,71.98,72.29,69.69,71.28,89231714
2023-04-25,0762.HK,72.21,73.53,70.27,72.23,38908724
2023-04-26,0762.HK,72.91,73.55,70.85,72.27,62941050
2023-04-27,0762.HK,71.81,71.81,70.16,71.22,95910374
2023-04-28,0762.HK,70.12,72.11,69.77,70.58,68287837
2023-05-01,0762.HK,68.3,69.15,67.85,68.5,22338785
2023-05-02,0762.HK,70.48,71.0,68.5,70.6,97035678
2023-05-03,0762.HK,71.43,73.6,69.68,71.52,59149311
2023-05-04,0762.HK,70.23,72.32,70.19,70.65,12148107
2023-05-05,0762.HK,70.94,70.77,69.55,70.36,98577728
2023-05-08,0762.HK,70.24,71.71,68.33,69.71,11451988
2023-05-09,0762.HK,70.89,72.4,70.89,71.33,15865210
2023-05-10,0762.HK,70.05,70.51,68.45,69.83,66529855
2023-05-11,0762.HK,69.91,71.67,68.19,69.96,79204878
2023-05-12,0762.HK,69.25,70.27,69.14,69.86,85637639
2023-05-15,0762.HK,70.39,71.44,69.76,70.74,21945707
2023-05-16,0762.HK,71.09,72.29,68.83,70.65,46919143
2023-05-17,0762.HK,69.17,69.49,68.04,68.8,5971099
2023-05-18,0762.HK,68.7,68.87,68.2,68.55,36189496
2023-05-19,0762.HK,67.27,69.27,65.64,67.57,40264271
2023-05-22,0762.HK,67.48,68.24,67.48,67.66,75341910
2023-05-23,0762.HK,68.53,70.61,68.15,69.13,90185921
2023-05-24,0762.HK,67.09,68.5,66.33,67.34,49466529
2023-05-25,0762.HK,66.49,66.95,66.06,66.54,45682267
2023-05-26,0762.HK,66.61,66.52,65.38,66.01,94130990
2023-05-29,0762.HK,65.86,67.36,65.3,65.64,36651653
2023-05-30,0762.HK,66.52,66.69,65.46,66.38,23811775
2023-05-31,0762.HK,66.55,67.27,65.05,66.22,27610912
2023-06-01,0762.HK,67.31,66.79,64.74,66.65,22508482
2023-06-02,0762.HK,66.66,67.98,65.35,66.04,88130560
2023-06-05,0762.HK,65.9,68.21,64.57,66.28,11011393
2023-06-06,0762.HK,66.54,68.22,66.62,67.06,37300050
2023-06-07,0762.HK,66.98,67.21,64.65,66.34,47130708
2023-06-08,0762.HK,67.37,68.81,66.04,67.13,59767075
2023-06-09,0762.HK,66.89,68.5,67.17,67.2,5856303
2023-06-12,0762.HK,68.79,69.42,66.73,68.27,95534081
2023-06-13,0762.HK,68.05,68.75,66.4,68.07,25200768
2023-06-14,0762.HK,68.93,69.74,68.3,68.48,23964876
2023-06-15,0762.HK,67.93,68.46,67.44,68.45,99832386
2023-06-16,0762.HK,68.63,69.0,68.11,68.36,78390504
2023-06-19,0762.HK,67.98,70.32,67.2,68.64,15817672
2023-06-20,0762.HK,68.83,70.18,68.01,69.21,29599842
2023-06-21,0762.HK,67.48,69.48,67.9,67.92,78001366
2023-06-22,0762.HK,69.12,69.91,67.77,69.4,14532812
2023-06-23,0762.HK,67.55,68.7,66.88,67.48,68341123
2023-06-26,0762.HK,66.52,67.46,66.16,66.8,35595316
2023-06-27,0762.HK,66.33,67.47,65.26,66.72,9742959
2023-06-28,0762.HK,67.59,68.86,65.57,67.14,7412447
2023-06-29,0762.HK,69.07,69.18,67.49,68.74,7349389
2023-06-30,0762.HK,66.47,68.43,66.45,66.84,21501397
2023-07-03,0762.HK,66.13,66.61,64.5,66.35,99224999
2023-07-04,0762.HK,64.44,65.29,63.79,64.24,84167638
2023-07-05,0762.HK,64.68,64.32,62.72,64.29,65835624
2023-07-06,0762.HK,64.4,66.46,63.91,64.56,95698341
2023-07-07,0762.HK,65.72,67.83,64.77,66.11,98966916
2023-07-10,0762.HK,65.79,67.27,65.83,66.25,43831605
2023-07-11,0762.HK,67.25,69.29,66.14,67.3,60803137
2023-07-12,0762.HK,67.29,69.62,67.18,67.9,40997990
2023-07-13,0762.HK,66.82,68.67,65.47,67.47,1119157
2023-07-14,0762.HK,66.21,66.43,64.46,66.06,65673885
2023-07-17,0762.HK,65.75,66.97,64.65,66.34,58437460
2023-07-18,0762.HK,65.08,66.28,63.42,64.87,9835725
2023-07-19,0762.HK,65.59,66.99,66.04,66.15,22555174
2023-07-20,0762.HK,65.68,66.2,65.22,66.0,68307414
2023-07-21,0762.HK,67.39,68.93,66.16,67.19,14311247
2023-07-24,0762.HK,66.44,68.05,65.95,66.72,53569309
2023-07-25,0762.HK,67.25,68.29,66.77,67.01,59015621
2023-07-26,0762.HK,67.6,67.73,66.58,67.23,90317217
2023-07-27,0762.HK,67.04,68.77,66.64,67.2,6893093
2023-07-28,0762.HK,66.88,67.04,66.71,66.77,81329342
2023-07-31,0762.HK,66.66,67.43,66.36,67.18,35144028
2023-08-01,0762.HK,65.65,67.34,65.04,66.26,11006572
2023-08-02,0762.HK,65.47,66.86,64.6,65.07,82419808
2023-08-03,0762.HK,65.92,66.82,64.72,66.3,76741279
2023-08-04,0762.HK,67.64,68.48,66.8,67.04,64231210
2023-08-07,0762.HK,66.96,67.97,65.25,67.11,4114262
2023-08-08,0762.HK,69.07,69.71,67.88,68.8,56208463
2023-08-09,0762.HK,68.24,69.52,67.45,68.54,39454294
2023-08-10,0762.HK,70.36,70.86,69.08,69.92,89656491
2023-08-11,0762.HK,70.63,71.99,68.58,70.11,4463266
2023-08-14,0762.HK,68.72,69.63,68.86,69.05,65275030
2023-08-15,0762.HK,70.38,71.27,69.18,70.98,63411753
2023-08-16,0762.HK,72.39,73.91,71.92,72.05,20968751
2023-08-17,0762.HK,71.66,72.45,70.55,71.93,91551845
2023-08-18,0762.HK,72.84,74.34,71.62,72.73,3856933
2023-08-21,0762.HK,71.67,73.47,71.69,72.3,22317722
2023-08-22,0762.HK,73.54,75.0,71.93,73.22,74895504
2023-08-23,0762.HK,70.47,72.04,70.11,70.61,99200735
2023-08-24,0762.HK,69.33,70.4,67.8,69.54,21203232
2023-08-25,0762.HK,70.85,72.52,69.29,70.58,18804600
2023-08-28,0762.HK,70.02,71.29,68.83,70.33,24124329
2023-08-29,0762.HK,70.89,70.57,69.58,70.56,79582913
2023-08-30,0762.HK,68.82,70.4,68.46,69.15,65847444
2023-08-31,0762.HK,71.0,71.82,70.73,71.08,76086149
2023-09-01,0762.HK,72.1,72.58,70.35,72.36,10333321
2023-09-04,0762.HK,72.28,72.27,70.72,72.16,75566770
2023-09-05,0762.HK,71.44,73.38,71.19,71.73,25336886
2023-09-06,0762.HK,73.19,74.49,71.54,72.86,21831627
2023-09-07,0762.HK,75.07,77.11,74.23,75.04,18119327
2023-09-08,0762.HK,76.4,77.1,75.19,76.13,73672339
2023-09-11,0762.HK,78.64,80.54,77.97,78.62,61892260
2023-09-12,0762.HK,77.01,79.49,77.4,77.55,14559547
2023-09-13,0762.HK,76.59,77.21,76.05,76.61,72441333
2023-09-14,0762.HK,74.72,77.24,73.41,75.26,79928643
2023-09-15,0762.HK,75.71,76.52,73.86,75.77,17593811
2023-09-18,0762.HK,76.23,77.24,73.99,75.99,12157088
2023-09-19,0762.HK,75.18,77.52,75.18,75.83,6784668
2023-09-20,0762.HK,76.86,76.96,76.54,76.77,90804624
2023-09-21,0762.HK,78.51,80.37,77.76,78.2,83025319
2023-09-22,0762.HK,76.53,77.13,74.63,76.43,33392802
2023-09-25,0762.HK,75.95,76.15,74.07,75.76,47338025
2023-09-26,0762.HK,76.3,78.06,76.53,76.71,75060847
2023-09-27,0762.HK,76.44,77.51,75.01,76.18,19469822
2023-09-28,0762.HK,75.88,75.85,73.23,75.29,75251502
2023-09-29,0762.HK,75.95,77.3,74.22,76.45,14569726
2023-10-02,0762.HK,74.5,75.11,74.21,74.99,83863771
2023-10-03,0762.HK,74.47,76.62,72.9,74.66,33213651
2023-10-04,0762.HK,74.52,76.44,73.74,75.05,61715051
2023-10-05,0762.HK,74.8,75.63,73.58,74.41,93589781
2023-10-06,0762.HK,75.0,76.12,74.67,75.3,61519246
2023-10-09,0762.HK,74.2,75.52,73.48,74.68,42519593
2023-10-10,0762.HK,75.78,78.38,75.73,76.27,48654227
2023-10-11,0762.HK,76.41,78.19,74.17,76.14,25786932
2023-10-12,0762.HK,76.99,78.77,74.7,76.92,98417796
2023-10-13,0762.HK,77.73,78.64,76.15,77.8,18261314
2023-10-16,0762.HK,77.53,79.29,75.73,77.08,95289648
2023-10-17,0762.HK,75.21,75.8,73.99,74.72,44063433
2023-10-18,0762.HK,75.23,75.27,74.46,75.14,6229639
2023-10-19,0762.HK,75.72,77.1,73.52,75.24,33042615
2023-10-20,0762.HK,75.85,77.24,74.26,75.88,59656154
2023-10-23,0762.HK,75.33,75.76,73.38,75.64,11013954
2023-10-24,0762.HK,75.6,77.33,73.87,75.17,51755711
2023-10-25,0762.HK,76.9,78.73,75.46,77.44,61510218
2023-10-26,0762.HK,76.41,76.19,75.21,75.75,3326739
2023-10-27,0762.HK,76.41,76.85,75.11,76.6,18180155
2023-10-30,0762.HK,75.76,76.91,74.36,75.95,66005572
2023-10-31,0762.HK,76.22,76.5,73.76,75.59,27801553
2023-11-01,0762.HK,75.78,76.53,74.01,75.24,15814035
2023-11-02,0762.HK,74.28,74.97,74.22,74.35,88522940
2023-11-03,0762.HK,74.38,76.17,73.26,75.0,41666931
2023-11-06,0762.HK,77.16,77.79,75.05,76.58,21580947
2023-11-07,0762.HK,77.6,78.58,75.91,77.14,22530951
2023-11-08,0762.HK,77.02,79.5,76.16,77.27,40669228
2023-11-09,0762.HK,76.18,77.92,74.64,76.14,18691905
2023-11-10,0762.HK,76.88,78.28,76.09,76.75,88316771
2023-11-13,0762.HK,79.04,79.43,79.15,79.25,44066180
2023-11-14,0762.HK,79.01,80.39,77.74,78.81,21320495
2023-11-15,0762.HK,78.78,80.27,77.33,78.38,49367554
2023-11-16,0762.HK,77.14,77.93,76.2,77.74,31773769
2023-11-17,0762.HK,77.88,79.0,76.4,77.18,52247160
2023-11-20,0762.HK,73.53,76.19,72.63,74.02,11585634
2023-11-21,0762.HK,74.48,76.44,74.23,74.48,2085625
2023-11-22,0762.HK,74.12,74.15,71.43,73.56,84931236
2023-11-23,0762.HK,72.32,73.08,70.88,71.79,81498906
2023-11-24,0762.HK,73.03,74.56,71.64,72.62,96797062
2023-11-27,0762.HK,72.16,71.7,71.13,71.45,50482403
2023-11-28,0762.HK,70.95,72.41,69.09,71.11,51139650
2023-11-29,0762.HK,73.22,73.15,71.43,72.68,94008607
2023-11-30,0762.HK,71.06,71.93,69.97,71.16,52425823
2023-12-01,0762.HK,69.72,71.21,68.4,69.54,81930612
2023-12-04,0762.HK,69.88,70.54,69.12,69.84,72054503
2023-12-05,0762.HK,71.14,71.17,69.28,71.05,29244474
2023-12-06,0762.HK,69.09,70.79,67.35,69.39,75812495
2023-12-07,0762.HK,69.5,70.48,68.84,69.83,22376634
2023-12-08,0762.HK,70.99,70.63,69.28,70.45,85092804
2023-12-11,0762.HK,68.45,68.89,67.1,68.29,70962743
2023-12-12,0762.HK,69.77,70.97,67.76,69.12,99821590
2023-12-13,0762.HK,69.35,70.1,69.67,70.04,20746805
2023-12-14,0762.HK,69.12,70.23,68.53,69.73,73326060
2023-12-15,0762.HK,71.23,71.56,69.99,71.05,92695196
2023-12-18,0762.HK,72.73,72.98,72.24,72.28,71153419
2023-12-19,0762.HK,71.77,72.48,70.6,72.4,73057730
2023-12-20,0762.HK,71.47,73.03,69.97,71.93,92167729
2023-12-21,0762.HK,70.67,72.83,70.78,70.89,1606736
2023-12-22,0762.HK,70.82,70.92,70.67,70.87,52322346
2023-12-25,0762.HK,70.88,71.72,70.17,71.49,94083185
2023-12-26,0762.HK,71.43,73.01,69.8,71.15,5278156
2023-12-27,0762.HK,69.48,68.86,68.72,68.82,37499064
2023-12-28,0762.HK,69.46,71.6,70.11,70.15,96596946
2023-12-29,0762.HK,69.88,70.74,69.44,70.36,64093177
2024-01-01,0762.HK,70.31,70.35,69.89,69.97,64235186
2024-01-02,0762.HK,71.38,72.04,69.64,70.89,97741107
2024-01-03,0762.HK,72.64,74.41,72.42,72.52,67860108
2024-01-04,0762.HK,69.56,69.5,67.49,69.49,20884270
2024-01-05,0762.HK,69.52,70.49,68.5,69.96,36646483
2024-01-08,0762.HK,68.36,68.68,66.51,68.47,67720500
2024-01-09,0762.HK,69.05,69.92,68.24,69.0,82940261
2024-01-10,0762.HK,69.05,70.48,69.05,69.15,84122825
2024-01-11,0762.HK,69.72,71.17,68.1,69.82,56491696
2024-01-12,0762.HK,69.98,70.39,69.16,69.31,41326157
2024-01-15,0762.HK,68.05,68.55,65.44,67.38,59088724
2024-01-16,0762.HK,66.63,67.0,66.58,66.93,28297234
2024-01-17,0762.HK,67.76,67.94,65.73,67.36,97419621
2024-01-18,0762.HK,68.21,69.63,67.6,68.4,56486874
2024-01-19,0762.HK,67.76,68.57,66.01,67.21,86375658
2024-01-22,0762.HK,67.82,69.37,68.16,68.26,62914365
2024-01-23,0762.HK,68.04,68.93,67.28,67.61,94504300
2024-01-24,0762.HK,67.68,68.33,66.94,67.99,70484380
2024-01-25,0762.HK,67.11,67.49,66.15,67.48,96917074
2024-01-26,0762.HK,67.94,68.49,66.04,67.68,36252877
2024-01-29,0762.HK,68.15,68.82,68.41,68.6,99767383
2024-01-30,0762.HK,66.9,67.46,66.0,67.35,46704258
2024-01-31,0762.HK,66.28,67.28,65.08,66.68,77651796
2024-02-01,0762.HK,67.16,68.15,65.64,66.87,90995053
2024-02-02,0762.HK,69.95,69.66,67.68,69.3,53037471
2024-02-05,0762.HK,67.85,69.31,67.56,68.41,52685283
2024-02-06,0762.HK,70.28,71.67,70.43,70.52,21395723
2024-02-07,0762.HK,72.88,72.75,70.62,72.66,55630994
2024-02-08,0762.HK,71.99,72.61,70.76,72.56,56920067
2024-02-09,0762.HK,72.55,72.69,71.53,72.25,19065156
2024-02-12,0762.HK,71.68,72.4,70.78,71.52,99510222
2024-02-13,0762.HK,72.08,71.47,71.21,71.46,7582588
2024-02-14,0762.HK,70.6,70.56,68.67,69.97,10072182
2024-02-15,0762.HK,69.36,71.42,69.78,69.9,61464101
2024-02-16,0762.HK,71.79,73.12,69.9,71.48,5477733
2024-02-19,0762.HK,70.14,71.59,69.23,70.84,7169454
2024-02-20,0762.HK,70.15,70.86,70.42,70.6,14886454
2024-02-21,0762.HK,68.86,70.04,67.87,68.81,10806586
